P08,5,1,0.16749989910148996
P08,5,2,0.1632616386921107
P08,5,3,0.2171978939866747
P08,5,4,0.1522164584801747
P08,5,5,0.178744725466051
P08,5,6,0.16724019257435674
P08,5,7,0.18261807667493724
P08,5,8,0.1678730212708652
P08,5,9,0.1298843897446647
P08,5,10,0.08748999729518288
P08,10,1,0.14908491724863954
P08,10,2,0.09515775573920325
P08,10,3,0.11966152635718856
P08,10,4,0.0710038257095306
P08,10,5,0.07835594471047096
P08,10,6,0.11900145861914699
P08,10,7,0.12282572510422601
P08,10,8,0.06340045323842025
P08,10,9,0.09822412322280831
P08,10,10,0.12489215741030728
P08,15,1,0.01086651897352502
P08,15,2,0.07081155489188025
P08,15,3,0.07272299462059958
P08,15,4,0.07029728144612743
P08,15,5,0.09671635674451039
P08,15,6,0.03924043024015734
P08,15,7,0.07667924665207258
P08,15,8,0.04512605321172523
P08,15,9,0.07956735281715843
P08,15,10,0.10478473012824768
P08,20,1,0.10991797161877813
P08,20,2,0.0877001385854523
P08,20,3,0.11404369842895283
P08,20,4,0.033735790263501736
P08,20,5,0.03579417347794202
P08,20,6,0.04062228033519511
P08,20,7,0.038814780651159994
P08,20,8,0.06285141336362372
P08,20,9,0.049796347096966426
P08,20,10,0.0778315376326919
P08,25,1,0.04743428081475133
P08,25,2,0.03731963443732824
P08,25,3,0.07649151343728217
P08,25,4,0.05146639787297905
P08,25,5,0.049890713858677806
P08,25,6,0.04419568038977899
P08,25,7,0.09539887550742329
P08,25,8,0.06675332706237322
P08,25,9,0.06876822457111736
P08,25,10,0.06088300796207093
P08,30,1,0.06457141010187781
P08,30,2,0.08089938513265052
P08,30,3,0.024670284634421384
P08,30,4,0.05274745992005111
P08,30,5,0.07290544065110441
P08,30,6,0.02621100963356777
P08,30,7,0.08595653532730249
P08,30,8,0.04320565881686557
P08,30,9,0.04370440095317069
P08,30,10,0.025790083422376417
P08,35,1,0.077622860422059
P08,35,2,0.05621688748036952
P08,35,3,0.04000075781019751
P08,35,4,0.03306721404134578
P08,35,5,0.04170165211530657
P08,35,6,0.08283576454746605
P08,35,7,0.083287369602835
P08,35,8,0.029740532324558262
P08,35,9,0.03775226361545523
P08,35,10,0.0034155628660493807
P08,40,1,0.038777390490759546
P08,40,2,0.013452522160128457
P08,40,3,0.0718973400031097
P08,40,4,0.07680370026965884
P08,40,5,0.04863681798830286
P08,40,6,0.016148507055350404
P08,40,7,0.06022488597485162
P08,40,8,0.004503520458936417
P08,40,9,0.02639071788534671
P08,40,10,0.011673145979386339
P08,45,1,0.05176022631097402
P08,45,2,0.04050054307385651
P08,45,3,0.054387769877335845
P08,45,4,0.06316204451787077
P08,45,5,0.037776670088837214
P08,45,6,0.03915319342574578
P08,45,7,0.03952147640838815
P08,45,8,0.03958679875775899
P08,45,9,0.06603475148408082
P08,45,10,0.01217878274165924
P08,50,1,0.02988556365912248
P08,50,2,0.028489588707785125
P08,50,3,0.011814386810989286
P08,50,4,0.03770925411542022
P08,50,5,0.0055159480781396255
P08,50,6,0.043870496312799004
P08,50,7,0.009877747468715954
P08,50,8,0.01596634438620957
P08,50,9,0.05313212891206231
P08,50,10,0.029285439799405726
P08,55,1,0.03849078642865829
P08,55,2,0.06640654965435958
P08,55,3,0.053799806651160395
