Penyakit,Fitness (gbest iterasi akhir),G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31
P05,0.07279,0.0,1.0,0.9966724154466924,0.14751003771736287,0.6205427476141282,0.6805352640519824,0.85479588928362,0.3013463522987433,0.9262582782736851,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.010717952427037847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
