P05,5,1,0.0985057069973221
P05,5,2,0.051278006607829295
P05,5,3,0.04810717313187309
P05,5,4,0.057354143101885996
P05,5,5,0.07714470014503878
P05,5,6,0.058689276977851666
P05,5,7,0.043296183079346816
P05,5,8,0.06409267699835196
P05,5,9,0.0606252055826688
P05,5,10,0.08006075869576058
P05,10,1,0.006578976473370028
P05,10,2,0.0036786039293465423
P05,10,3,0.004430371903993569
P05,10,4,0.01590881176467195
P05,10,5,0.006910966017537733
P05,10,6,0.00945735593687833
P05,10,7,0.0020472796415883254
P05,10,8,0.005511009089092638
P05,10,9,0.003929159442510239
P05,10,10,0.006924512529305519
P05,15,1,0.036136058137793636
P05,15,2,0.0017026387949218601
P05,15,3,0.005209180022853202
P05,15,4,0.0025924830696106714
P05,15,5,0.0028531427649222526
P05,15,6,0.005161377243523081
P05,15,7,0.0038710742353961066
P05,15,8,0.005145893734684644
P05,15,9,0.003311269449374777
P05,15,10,0.003871440774123065
P05,20,1,0.034841276683412956
P05,20,2,0.003871087739161754
P05,20,3,0.00387103544357754
P05,20,4,0.0361290778689825
P05,20,5,0.0029538137197708037
P05,20,6,0.005161291800492783
P05,20,7,0.03483967143224368
P05,20,8,0.003871336288435625
P05,20,9,0.021935520240129545
P05,20,10,0.0038713435729250335
P05,25,1,0.007741935483870964
P05,25,2,0.0025807398621433214
P05,25,3,0.005161290561472012
P05,25,4,0.002580856445340583
P05,25,5,0.006451612910655888
P05,25,6,0.006451612905554601
P05,25,7,0.002580672707065851
P05,25,8,0.037419354979663005
P05,25,9,0.03546978195858315
P05,25,10,0.0025807255894924313
P05,30,1,0.002580665456240927
P05,30,2,0.003870970428219675
P05,30,3,0.0038709689643859715
P05,30,4,0.0012903412154404122
P05,30,5,0.005161290370753318
P05,30,6,0.0038709728309129663
P05,30,7,0.005161290445273482
P05,30,8,0.0025806504243810874
P05,30,9,0.03483871455456314
P05,30,10,0.00387096919831208
P05,35,1,0.0038709678603302588
P05,35,2,0.0012903252861859243
P05,35,3,0.005161290323573619
P05,35,4,0.006451612903226008
P05,35,5,0.003870967822816668
P05,35,6,0.0038709744529222653
P05,35,7,0.0025806494245697695
P05,35,8,0.002580650370879851
P05,35,9,0.0025806517181223313
P05,35,10,0.03483871020711763
P05,40,1,0.0038709678804628995
P05,40,2,0.002580646431254438
P05,40,3,0.003870967774418116
P05,40,4,0.03483870983286691
P05,40,5,0.0025806456212332015
P05,40,6,0.005161290323469181
P05,40,7,0.0038709677541056355
P05,40,8,0.025806451612903295
P05,40,9,0.006451612903225806
P05,40,10,0.0038709677458624824
P05,45,1,0.025806451612903233
P05,45,2,0.036129032268773016
P05,45,3,0.005161290322641103
P05,45,4,0.0025806452027080707
P05,45,5,0.036129032259374215
P05,45,6,0.045161290322580656
P05,45,7,0.002580645275326466
P05,45,8,0.0038709677421616775
P05,45,9,0.03612903225909592
P05,45,10,0.005161290322796215
P05,50,1,0.002580645163562568
P05,50,2,0.005161290322610269
P05,50,3,0.036129032258177096
P05,50,4,0.03483870968209462
P05,50,5,0.0025806451644920384
P05,50,6,0.034838709682465774
P05,50,7,0.023225806451728902
P05,50,8,0.001290322601859644
P05,50,9,0.003870967742512563
P05,50,10,0.005161290322601459
P05,55,1,0.002580645344132411
P05,55,2,0.0038709677419400813
P05,55,3,0.04258064516129128
P05,55,4,0.005161290322581403
P05,55,5,0.0012903225882897479
P05,55,6,0.005161290322582656
P05,55,7,0.03870967741935484
P05,55,8,0.0038709677419699307
P05,55,9,0.003870967741984695
