P01,0.9,0.2,1,0.08844717374977508
P01,0.9,0.2,2,0.08615733497893675
P01,0.9,0.2,3,0.06470959075453128
P01,0.9,0.2,4,0.08999879184385523
P01,0.9,0.2,5,0.06917472660592063
P01,0.9,0.2,6,0.08019574909081097
P01,0.9,0.2,7,0.06487429510717348
P01,0.9,0.2,8,0.11000105623646976
P01,0.9,0.2,9,0.02984189220171341
P01,0.9,0.2,10,0.1014272401062257
P01,0.9,0.3,1,0.12654445623069333
P01,0.9,0.3,2,0.11249511820165962
P01,0.9,0.3,3,0.12725408729352183
P01,0.9,0.3,4,0.07747038975500303
P01,0.9,0.3,5,0.09066937037579305
P01,0.9,0.3,6,0.10422558109138351
P01,0.9,0.3,7,0.18720363877301419
P01,0.9,0.3,8,0.04730083924350601
P01,0.9,0.3,9,0.0862441950446024
P01,0.9,0.3,10,0.08384552344931248
P01,0.9,0.4,1,0.0993524222848736
P01,0.9,0.4,2,0.11778937043357855
P01,0.9,0.4,3,0.08246152242348795
P01,0.9,0.4,4,0.1316266372078064
P01,0.9,0.4,5,0.08009708533451439
P01,0.9,0.4,6,0.12785389599594313
P01,0.9,0.4,7,0.07699206968263683
P01,0.9,0.4,8,0.072136242643112
P01,0.9,0.4,9,0.01903716060894525
P01,0.9,0.4,10,0.09458375451496107
P01,0.8,0.2,1,0.09898491146482478
P01,0.8,0.2,2,0.06457288069869482
P01,0.8,0.2,3,0.08946571791644124
P01,0.8,0.2,4,0.12643257526042556
P01,0.8,0.2,5,0.1259211134342476
P01,0.8,0.2,6,0.09134973398665251
P01,0.8,0.2,7,0.08630977729252741
P01,0.8,0.2,8,0.1667271346310341
P01,0.8,0.2,9,0.12718312288912131
P01,0.8,0.2,10,0.15465809178452553
P01,0.8,0.3,1,0.17884673013143748
P01,0.8,0.3,2,0.1226067562116594
P01,0.8,0.3,3,0.12005308481106995
P01,0.8,0.3,4,0.05559196243584802
P01,0.8,0.3,5,0.10344727990956647
P01,0.8,0.3,6,0.09539080247523328
P01,0.8,0.3,7,0.0965781506742952
P01,0.8,0.3,8,0.12031846510920956
P01,0.8,0.3,9,0.10114297306784176
P01,0.8,0.3,10,0.06310076475468727
P01,0.8,0.4,1,0.06731864663653259
P01,0.8,0.4,2,0.06523045292986265
P01,0.8,0.4,3,0.15178459754334048
P01,0.8,0.4,4,0.10814962670005858
P01,0.8,0.4,5,0.1302523693801972
P01,0.8,0.4,6,0.1243530633505105
P01,0.8,0.4,7,0.1181455526299632
P01,0.8,0.4,8,0.08040204032546816
P01,0.8,0.4,9,0.062114209469599155
P01,0.8,0.4,10,0.11605782329748628
P01,0.7,0.2,1,0.09803615488444628
P01,0.7,0.2,2,0.09033724707787304
P01,0.7,0.2,3,0.07848578379441484
P01,0.7,0.2,4,0.08615884240413856
P01,0.7,0.2,5,0.13557351276427962
P01,0.7,0.2,6,0.11750675949377123
P01,0.7,0.2,7,0.10426348728277646
P01,0.7,0.2,8,0.1333309118332196
P01,0.7,0.2,9,0.09065746447971354
P01,0.7,0.2,10,0.0782000754012553
P01,0.7,0.3,1,0.1312514159458163
P01,0.7,0.3,2,0.08852522045223171
P01,0.7,0.3,3,0.1403119917979768
P01,0.7,0.3,4,0.08174155532551312
P01,0.7,0.3,5,0.10005357501980211
P01,0.7,0.3,6,0.1274108187792117
P01,0.7,0.3,7,0.07394337038575985
P01,0.7,0.3,8,0.13591424390490056
P01,0.7,0.3,9,0.09087560050265389
P01,0.7,0.3,10,0.08974378690448818
P01,0.7,0.4,1,0.11433225899887048
P01,0.7,0.4,2,0.1101224038106935
P01,0.7,0.4,3,0.11534905055322817
P01,0.7,0.4,4,0.12129553590879422
P01,0.7,0.4,5,0.1344035578283233
P01,0.7,0.4,6,0.11096079746775793
P01,0.7,0.4,7,0.09320556780349981
P01,0.7,0.4,8,0.05202205680412847
P01,0.7,0.4,9,0.05982587196054812
P01,0.7,0.4,10,0.1325556584039577
