Penyakit,Fitness (gbest iterasi akhir),G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31
P04,0.03357,0.0,0.0,0.0,0.0,0.014326394908959362,0.0,0.0,0.0,0.0,0.0,0.013031816518567985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.813496662746518,0.0,0.0,1.0,0.0,0.0,0.0,0.8128125961938596,0.5950683383517276
