P09,1.0,1.0,1,0.08479299095457017
P09,1.0,1.0,2,0.09679158512722744
P09,1.0,1.0,3,0.1524925180734681
P09,1.0,1.0,4,0.1201973178809467
P09,1.0,1.0,5,0.11767799123820642
P09,1.0,1.0,6,0.09091385440609759
P09,1.0,1.0,7,0.13568129520722574
P09,1.0,1.0,8,0.1323983017804306
P09,1.0,1.0,9,0.08882809038375535
P09,1.0,1.0,10,0.14542624059245174
P09,1.0,1.5,1,0.11433488122156266
P09,1.0,1.5,2,0.11919167921609766
P09,1.0,1.5,3,0.1298161993190546
P09,1.0,1.5,4,0.08723187065857835
P09,1.0,1.5,5,0.12100732326092901
P09,1.0,1.5,6,0.16434439407002085
P09,1.0,1.5,7,0.08008315542975562
P09,1.0,1.5,8,0.15401221730922615
P09,1.0,1.5,9,0.14673236491927652
P09,1.0,1.5,10,0.12429871115976952
P09,1.0,0.2,1,0.22403207785621082
P09,1.0,0.2,2,0.18791775680510026
P09,1.0,0.2,3,0.17336332563145984
P09,1.0,0.2,4,0.20191914175161554
P09,1.0,0.2,5,0.21234906491413
P09,1.0,0.2,6,0.18345154841885025
P09,1.0,0.2,7,0.16268487581029556
P09,1.0,0.2,8,0.18031673323161804
P09,1.0,0.2,9,0.1422090781507149
P09,1.0,0.2,10,0.15988874493713637
P09,1.5,1.0,1,0.09061708249162949
P09,1.5,1.0,2,0.1645584072880148
P09,1.5,1.0,3,0.1473935403240404
P09,1.5,1.0,4,0.12632663959247722
P09,1.5,1.0,5,0.09867686254867106
P09,1.5,1.0,6,0.14860422154712136
P09,1.5,1.0,7,0.1275741591537597
P09,1.5,1.0,8,0.14348719935999493
P09,1.5,1.0,9,0.14509201842201633
P09,1.5,1.0,10,0.1437952103606533
P09,1.5,1.5,1,0.08535630983295918
P09,1.5,1.5,2,0.08201786922522959
P09,1.5,1.5,3,0.09481756916779785
P09,1.5,1.5,4,0.10597804661847393
P09,1.5,1.5,5,0.10763742851621494
P09,1.5,1.5,6,0.054981506062692115
P09,1.5,1.5,7,0.07818995380913231
P09,1.5,1.5,8,0.17333532374806196
P09,1.5,1.5,9,0.06620453019808265
P09,1.5,1.5,10,0.1406908179111434
P09,1.5,0.2,1,0.21362598104490446
P09,1.5,0.2,2,0.20268100542921655
P09,1.5,0.2,3,0.22208507522771181
P09,1.5,0.2,4,0.16104506329297033
P09,1.5,0.2,5,0.16693782869120993
P09,1.5,0.2,6,0.15604559739259452
P09,1.5,0.2,7,0.1829610803122924
P09,1.5,0.2,8,0.18256259140953138
P09,1.5,0.2,9,0.18402032591546197
P09,1.5,0.2,10,0.1726714575404225
P09,0.2,1.0,1,0.11820231070951585
P09,0.2,1.0,2,0.14024390298382675
P09,0.2,1.0,3,0.1391522477726831
P09,0.2,1.0,4,0.0843366145758264
P09,0.2,1.0,5,0.1658958129364197
P09,0.2,1.0,6,0.19425275314909543
P09,0.2,1.0,7,0.14963884811473538
P09,0.2,1.0,8,0.1484584331271685
P09,0.2,1.0,9,0.13784274711448505
P09,0.2,1.0,10,0.14647708167710158
P09,0.2,1.5,1,0.1534422655858908
P09,0.2,1.5,2,0.10297069430030936
P09,0.2,1.5,3,0.08370146787883102
P09,0.2,1.5,4,0.18301043394169322
P09,0.2,1.5,5,0.12067525258429515
P09,0.2,1.5,6,0.04923305409169882
P09,0.2,1.5,7,0.15255759089644255
P09,0.2,1.5,8,0.10394850951562618
P09,0.2,1.5,9,0.06711017880210841
P09,0.2,1.5,10,0.10312396997114856
P09,0.2,0.2,1,0.1845971544399933
P09,0.2,0.2,2,0.19738300680120785
P09,0.2,0.2,3,0.1982333313323703
P09,0.2,0.2,4,0.2436349896614225
P09,0.2,0.2,5,0.21105087439821305
P09,0.2,0.2,6,0.23080837823891392
P09,0.2,0.2,7,0.16200509602509972
P09,0.2,0.2,8,0.18149494010056128
P09,0.2,0.2,9,0.14499278060642218
P09,0.2,0.2,10,0.16240165639190238
